"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
2194,-24.1561360348273,-50.4355152771167,6.44774297785903,0.621486666545725,"sintetico_postestratificado",FALSE,0.379925306197452,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","045","Cosamaloapan de Carpio"
2195,-28.7067400649149,-55.301049961419,1.33531443982255,0.613849016559025,"sintetico_postestratificado",FALSE,0.326781615909875,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","013","Naranjos Amatlán"
2196,-25.931878204145,-51.5208547017603,3.44629684727177,0.648543325835654,"sintetico_postestratificado",FALSE,0.389224543794204,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","014","Amatlán de los Reyes"
2197,-22.3018784267093,-50.3834503116036,7.45975261651857,0.643929180893764,"sintetico_postestratificado",FALSE,0.42091039662667,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","002","Acatlán"
2198,-25.4806224196782,-51.7430608891564,4.89193565812114,0.633049126868331,"sintetico_postestratificado",FALSE,0.378242902671549,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","001","Acajete"
2199,-24.0413021673443,-49.8827945979472,4.78943335706469,0.604359648993096,"sintetico_postestratificado",FALSE,0.363946627319653,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","003","Acayucan"
2200,-26.1160802489834,-54.1317205501275,4.16976531427092,0.637442841819643,"sintetico_postestratificado",FALSE,0.376282039329809,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","120","Oteapan"
2201,-22.3191249582887,-48.8393975998592,9.60119618546727,0.658028173132071,"sintetico_postestratificado",FALSE,0.434836923549183,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","127","La Perla"
2202,-24.8853264863685,-50.1546013964372,3.22176210141764,0.619276127336598,"muestra_directa",TRUE,0.370422862472913,"muestra_directa",TRUE,TRUE,TRUE,"30","048","Cosoleacaque"
2203,-24.3271094527811,-51.9089893018951,5.92664760128703,0.611893001174191,"sintetico_postestratificado",FALSE,0.368621906646379,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","059","Chinameca"
2204,-24.3399051967695,-51.9749817251697,4.59721501995525,0.591244765528702,"sintetico_postestratificado",FALSE,0.347845713561007,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","100","Manlio Fabio Altamirano"
2205,-19.5664800936134,-43.4535989990301,8.52772260866802,0.587322880841143,"muestra_directa",TRUE,0.39165807990501,"muestra_directa",TRUE,TRUE,TRUE,"30","087","Xalapa"
2206,-24.4457483067926,-52.479940587942,6.74014685322778,0.585035996649221,"sintetico_postestratificado",FALSE,0.340578513581295,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","097","Lerdo de Tejada"
2207,-24.7910845977412,-51.7549334761383,5.04404294730117,0.625067572136775,"sintetico_postestratificado",FALSE,0.377156726159363,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","010","Altotonga"
2208,-24.8700304293987,-51.6726682798221,4.67326759055372,0.598704418468161,"sintetico_postestratificado",FALSE,0.350004114174174,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","108","Minatitlán"
2209,-24.488027242529,-51.7770169484291,4.01583594073655,0.637591524177255,"sintetico_postestratificado",FALSE,0.392711251751965,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","011","Alvarado"
2210,-23.8089687538132,-52.4629604129158,4.5824355147199,0.663405430520164,"sintetico_postestratificado",FALSE,0.425315742982032,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","012","Amatitlán"
2211,-23.4613179026263,-52.1850610342589,6.51621837501871,0.639118251323885,"sintetico_postestratificado",FALSE,0.404505072297622,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","015","Angel R. Cabada"
2212,-24.6799169604244,-52.6868164642149,5.36137161798251,0.602042679179517,"sintetico_postestratificado",FALSE,0.355243509575274,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","016","La Antigua"
2213,-24.7056245169993,-52.912495743466,7.21841114284104,0.619385681418355,"sintetico_postestratificado",FALSE,0.372329436248363,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","017","Apazapan"
2214,-28.5858774586671,-51.0096256522351,-2.12088193014169,0.656481567600115,"muestra_directa",TRUE,0.370622793013445,"muestra_directa",TRUE,TRUE,TRUE,"30","117","Omealca"
2215,-24.763319891771,-52.6174294529574,4.49652070602807,0.618887950398499,"sintetico_postestratificado",FALSE,0.371254751480789,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","113","Naranjal"
2216,-24.0206801260715,-51.9109732237759,5.69093770630048,0.627481689636577,"sintetico_postestratificado",FALSE,0.387274888375862,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","114","Nautla"
2217,-24.1425557760206,-49.9118682369165,4.38509240300065,0.616948051292272,"sintetico_postestratificado",FALSE,0.375522493532066,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","115","Nogales"
2218,-24.5111440933281,-51.4389395754721,6.02161752493184,0.618101384163959,"sintetico_postestratificado",FALSE,0.372989943230678,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","163","Tenochtitlán"
2219,-24.8177929589202,-52.2528215251158,7.21318215716194,0.637698005658936,"sintetico_postestratificado",FALSE,0.389520076069734,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","019","Astacinga"
2220,-23.3086200741914,-50.0875593029366,8.85801793933259,0.629832973776495,"sintetico_postestratificado",FALSE,0.396746773034581,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","042","Colipa"
2221,-24.2025399611921,-51.9852362162435,6.64106206431502,0.659917474095775,"sintetico_postestratificado",FALSE,0.417892074483854,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","043","Comapa"
2222,-31.0358867769202,-56.0604074705167,-2.515753556749,0.657908295631989,"muestra_directa",TRUE,0.347549427862788,"muestra_directa",TRUE,TRUE,TRUE,"30","044","Córdoba"
2223,-24.4167253249106,-51.2719836688784,4.2372888345261,0.652213091939525,"sintetico_postestratificado",FALSE,0.408045838690419,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","047","Coscomatepec"
2224,-24.6469832108699,-51.1674085540055,3.92536138647836,0.684609133260594,"sintetico_postestratificado",FALSE,0.438139301151895,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","049","Cotaxtla"
2225,-23.817666103767,-51.1845611531871,7.75284221872887,0.622562807834142,"sintetico_postestratificado",FALSE,0.384386146796472,"sintetico_postestratificado",FALSE,FALSE,FALSE,"30","052","Cuichapa"
