"muni_idx","obs","pred_bym2","pred_naive","n","vecinos_retenidos","estrato_vecinos"
510,0.2,0.588204900571854,0.448588448588449,5,4,"3+"
523,0.454545454545455,0.479935320670307,0.448588448588449,22,1,"1-2"
527,0.181818181818182,0.483015655117121,0.448588448588449,11,4,"3+"
530,0,0.346607901154628,0.448588448588449,4,3,"3+"
532,0.25,0.45763479862047,0.448588448588449,4,1,"1-2"
542,0,0.267657923813449,0.448588448588449,5,1,"1-2"
543,0.272727272727273,0.328799925786736,0.448588448588449,33,2,"1-2"
549,0.44,0.458603403266848,0.448588448588449,25,1,"1-2"
559,0.538461538461538,0.391194342814223,0.448588448588449,13,2,"1-2"
570,0.37037037037037,0.492925678133621,0.448588448588449,27,4,"3+"
580,0.451612903225806,0.460120361958292,0.448588448588449,31,2,"1-2"
588,0.181818181818182,0.325065869186569,0.448588448588449,11,1,"1-2"
591,0.75,0.510063271645496,0.448588448588449,4,0,"0"
596,0.0714285714285714,0.429197511966317,0.448588448588449,14,0,"0"
597,0.511111111111111,0.481886467098645,0.448588448588449,45,3,"3+"
603,0.166666666666667,0.513301299249749,0.448588448588449,6,0,"0"
607,0.375,0.586447363918129,0.448588448588449,8,2,"1-2"
616,0.636363636363636,0.478899612152042,0.448588448588449,11,2,"1-2"
625,0,0.473101699691914,0.448588448588449,4,0,"0"
634,0.5,0.53082211207463,0.448588448588449,4,1,"1-2"
640,0.25,0.508386767166229,0.448588448588449,12,1,"1-2"
647,0.4,0.50862021483548,0.448588448588449,10,0,"0"
662,0.333333333333333,0.437332593434978,0.448588448588449,3,2,"1-2"
666,0.526315789473684,0.444511614636674,0.448588448588449,19,2,"1-2"
671,0.3125,0.407177048999962,0.448588448588449,16,2,"1-2"
677,0.428571428571429,0.480118148642306,0.448588448588449,7,1,"1-2"
678,0.333333333333333,0.351530786820626,0.448588448588449,9,0,"0"
681,0.444444444444444,0.337832058369704,0.448588448588449,27,2,"1-2"
682,1,0.649005149730218,0.448588448588449,4,1,"1-2"
683,0.75,0.452307940293871,0.448588448588449,8,1,"1-2"
688,0.428571428571429,0.453537821949168,0.448588448588449,21,6,"3+"
692,0.416666666666667,0.410114606050969,0.448588448588449,24,4,"3+"
694,0.416666666666667,0.325016554245155,0.448588448588449,12,0,"0"
695,0.333333333333333,0.428082691550788,0.448588448588449,9,2,"1-2"
698,0.5,0.504775182326423,0.448588448588449,46,6,"3+"
699,0.357142857142857,0.389099347512135,0.448588448588449,14,0,"0"
705,0.857142857142857,0.553859502880181,0.448588448588449,7,3,"3+"
707,0.222222222222222,0.421331103278107,0.448588448588449,18,1,"1-2"
708,0.571428571428571,0.515457949228624,0.448588448588449,7,5,"3+"
709,0.4,0.364754228214078,0.448588448588449,5,1,"1-2"
710,0.2,0.38224635500827,0.448588448588449,10,2,"1-2"
713,0.142857142857143,0.35422455690643,0.448588448588449,7,2,"1-2"
718,0.5,0.438068143873948,0.448588448588449,12,6,"3+"
719,0.5625,0.401187304754627,0.448588448588449,16,2,"1-2"
720,0.517241379310345,0.404280091915485,0.448588448588449,29,2,"1-2"
724,0.0909090909090909,0.304682265735874,0.448588448588449,11,3,"3+"
725,0.571428571428571,0.463780590995733,0.448588448588449,7,5,"3+"
726,0.333333333333333,0.375263270582449,0.448588448588449,3,3,"3+"
734,0.5,0.491511126425268,0.448588448588449,8,6,"3+"
736,0.516129032258065,0.417467004461354,0.448588448588449,31,4,"3+"
738,0.5,0.477866434174721,0.448588448588449,26,2,"1-2"
743,0.461538461538462,0.468005473084904,0.448588448588449,26,5,"3+"
749,0.428571428571429,0.422839117997093,0.448588448588449,7,1,"1-2"
750,0.714285714285714,0.477491559037696,0.448588448588449,7,1,"1-2"
751,0.4375,0.380232276944563,0.448588448588449,16,3,"3+"
759,0.6,0.398122992181359,0.448588448588449,5,4,"3+"
760,0.409090909090909,0.434075284531959,0.448588448588449,22,3,"3+"
761,0.529411764705882,0.414454533622295,0.448588448588449,17,5,"3+"
766,0.5,0.487106871115982,0.448588448588449,6,2,"1-2"
770,0.625,0.496539186642662,0.448588448588449,40,8,"3+"
771,0.416666666666667,0.463603437826113,0.448588448588449,12,2,"1-2"
