"muni_idx","prev_ESH","prev_AHA","diferencia_pp","cve_ent","cve_mun","nomgeo"
699,0.680615766271068,0.420310661289394,-26.0305104981675,"15","012","Atizapán"
705,0.743048894398806,0.516679970328809,-22.6368924069998,"15","024","Cuautitlán"
707,0.544242911514994,0.317427520923738,-22.6815390591256,"15","007","Amanalco"
708,0.611003028798188,0.414390512569813,-19.6612516228376,"15","120","Zumpango"
709,0.486860268917589,0.23068913804293,-25.6171130874658,"15","042","Ixtlahuaca"
710,0.61472271985156,0.402851716380329,-21.1871003471232,"15","084","Temascalapa"
718,0.684648984711935,0.491491551557507,-19.3157433154429,"15","057","Naucalpan de Juárez"
719,0.682683397834706,0.467406986661422,-21.5276411173284,"15","105","Tlatlaya"
720,0.679627794673049,0.515161808383931,-16.4465986289118,"15","106","Toluca"
725,0.565490706078074,0.349879404459996,-21.5611301618078,"15","081","Tecámac"
734,0.666987569456081,0.386368262585143,-28.0619306870938,"15","051","Lerma"
736,0.601233056919455,0.430646119322568,-17.0586937596887,"15","037","Huixquilucan"
738,0.591596154154504,0.403834628063166,-18.7761526091338,"15","039","Ixtapaluca"
743,0.675225908224959,0.437336468664497,-23.7889439560461,"15","121","Cuautitlán Izcalli"
749,0.549195295346096,0.323945241677157,-22.5250053668939,"15","067","Otzolotepec"
750,0.706877169489143,0.512023985825907,-19.4853183663236,"15","088","Tenancingo"
751,0.597079572345858,0.371227684818376,-22.5851887527481,"15","070","La Paz"
759,0.573323547574076,0.389388637070807,-18.3934910503269,"15","099","Texcoco"
760,0.536320390869968,0.31737469140245,-21.8945699467518,"15","060","Nicolás Romero"
761,0.677298218368557,0.401439785193333,-27.5858433175225,"15","122","Valle de Chalco Solidaridad"
766,0.607212908512427,0.400212478929949,-20.7000429582478,"15","115","Xonacatlán"
