"muni_idx","diferencia_pp","dif_q025","dif_q975","prev_ESH","fuente_ESH","priv_ESH","prev_AHA","fuente_AHA","priv_AHA","ambos_directos","suprimir_privacidad","cve_ent","cve_mun","nomgeo"
28,-24.5473957669791,-36.9240527414793,-10.3539339365624,0.595235265478334,"muestra_directa",TRUE,0.349761307808543,"muestra_directa",TRUE,TRUE,TRUE,"04","004","Champotón"
29,-21.6877161970235,-36.5189471722351,-5.89821525094268,0.594011026471958,"muestra_directa",TRUE,0.377133864501723,"muestra_directa",TRUE,TRUE,TRUE,"04","011","Candelaria"
31,-19.0160212662855,-32.3179464870002,-4.34605566778386,0.569758253036365,"muestra_directa",FALSE,0.37959804037351,"muestra_directa",FALSE,TRUE,FALSE,"04","002","Campeche"
32,-23.1317018103725,-36.3939644235482,-7.68915184414598,0.570893882941595,"sintetico_postestratificado",FALSE,0.33957686483787,"sintetico_postestratificado",FALSE,FALSE,FALSE,"04","006","Hopelchén"
33,-24.6345477202084,-39.4612211828318,-8.51965971975976,0.608653310982882,"muestra_directa",TRUE,0.362307833780798,"muestra_directa",TRUE,TRUE,TRUE,"04","001","Calkiní"
34,-24.3777444138762,-38.7335480386098,-7.73690675713902,0.582045965737825,"sintetico_postestratificado",FALSE,0.338268521599063,"sintetico_postestratificado",FALSE,FALSE,FALSE,"04","010","Calakmul"
35,-26.3004014886898,-40.8311619552062,-9.51485754424011,0.57401842482916,"muestra_directa",TRUE,0.311014409942262,"muestra_directa",TRUE,TRUE,TRUE,"04","009","Escárcega"
36,-23.7245393254706,-39.375665218829,-5.68793242870667,0.570175436233006,"muestra_directa",TRUE,0.332930042978299,"muestra_directa",TRUE,TRUE,TRUE,"04","008","Tenabo"
37,-25.3897273103202,-40.4968897720043,-7.14815640896702,0.683141794501317,"sintetico_postestratificado",FALSE,0.429244521398115,"sintetico_postestratificado",FALSE,FALSE,FALSE,"05","005","Candela"
38,-26.0550384179445,-39.5311869104351,-12.7621020822487,0.682567239496491,"muestra_directa",FALSE,0.422016855317046,"muestra_directa",FALSE,TRUE,FALSE,"05","017","Matamoros"
39,-25.8698728423554,-41.6854455065861,-10.2185941600715,0.667542442196147,"muestra_directa",TRUE,0.408843713772593,"muestra_directa",TRUE,TRUE,TRUE,"05","018","Monclova"
40,-26.7958617994213,-43.8618039801224,-8.95977846778357,0.672317800851534,"sintetico_postestratificado",FALSE,0.404359182857321,"sintetico_postestratificado",FALSE,FALSE,FALSE,"05","014","Jiménez"
41,-26.8940785398993,-38.56887802771,-13.539625186278,0.650393862541025,"muestra_directa",FALSE,0.381453077142031,"muestra_directa",FALSE,TRUE,FALSE,"05","035","Torreón"
42,-27.6551676494934,-44.1869611800464,-6.86231625666024,0.643602346530252,"sintetico_postestratificado",FALSE,0.367050670035318,"sintetico_postestratificado",FALSE,FALSE,FALSE,"05","013","Hidalgo"
43,-26.632787287795,-43.5307261450089,-9.9576854390229,0.672317307963039,"sintetico_postestratificado",FALSE,0.405989435085088,"sintetico_postestratificado",FALSE,FALSE,FALSE,"05","015","Juárez"
44,-27.0557163406347,-42.6064221544039,-9.50741632228249,0.647066635992752,"sintetico_postestratificado",FALSE,0.376509472586405,"sintetico_postestratificado",FALSE,FALSE,FALSE,"05","020","Múzquiz"
45,-25.740493437854,-39.0967516040615,-11.5214017953802,0.668288163867015,"muestra_directa",TRUE,0.410883229488475,"muestra_directa",TRUE,TRUE,TRUE,"05","024","Parras"
46,-26.076193377707,-40.9617488317304,-9.88677491005742,0.686252749655656,"muestra_directa",TRUE,0.425490815878586,"muestra_directa",TRUE,TRUE,TRUE,"05","026","Progreso"
47,-26.6909333655817,-39.9672636436355,-12.0567725757117,0.65564601517473,"muestra_directa",TRUE,0.388736681518913,"muestra_directa",TRUE,TRUE,TRUE,"05","027","Ramos Arizpe"
48,-27.7643834075296,-45.4497852081423,-8.72322962801945,0.643383367584199,"muestra_directa",TRUE,0.365739533508902,"muestra_directa",TRUE,TRUE,TRUE,"05","025","Piedras Negras"
49,-26.4890184650785,-42.0842378757612,-8.76638062780253,0.658975792112417,"sintetico_postestratificado",FALSE,0.394085607461632,"sintetico_postestratificado",FALSE,FALSE,FALSE,"05","028","Sabinas"
